Characteristic	Subcharacteristics	Definition	External Practice Source	External Practice Name	External Practice Group	Score Annotator A	Score Annotator B
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	2	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	2	2
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	4	2
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	3	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	2	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	1	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Models are not too stale	MONITORING TESTS FOR ML	1	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	2	0
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	3	2
Robustness	Availability	The probability that the system will be up and running and able to deliver useful services to users.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	2	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	2	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	3	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	3	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	3	2
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	2	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	4	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	3	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	1	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	2	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	2	2
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	3	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	2	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	1	2
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	2	2
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	2	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	3	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	3	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	1	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Models are not too stale	MONITORING TESTS FOR ML	1	0
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	4	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	3	3
Robustness	Resilience	The extent to which an ML system can provide and maintain an acceptable level of service in the face of technical challenges to normal operation.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	1	2
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	1	2
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	2	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	2	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	2	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	3	3
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	2	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	1	2
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	0	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	0	2
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	1	1
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	1
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Models are not too stale	MONITORING TESTS FOR ML	4	4
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	2	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	1	0
Robustness	Adaptability	The extent to which an ML system can adapt to changes in the production environment, always providing the same functioning level.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	2	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	2	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	2	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	1	2
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	1	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	2	2
Robustness	Scalability	The extent of an ML system to handle a growing amount of work by adding resources to the system.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	1	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	2
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	1	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	4	4
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	1
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	2
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	2
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	3	3
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	3	2
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	0	2
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	0	1
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	0	0
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	0	1
Modifiability	Extensibility	The ease with which a system can be modified, in order to be used for another purpose.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	0	1
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	4	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	2	2
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	3	2
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	2	2
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	3	4
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	2	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	1	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	3	4
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	3	4
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	4	4
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	4	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Models are canaried before serving	TESTS FOR ML INFRASTRUCTURE	1	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Serving models can be rolled back.	TESTS FOR ML INFRASTRUCTURE	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Dependency changes result in notification	MONITORING TESTS FOR ML	3	3
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Data invariants hold for inputs	MONITORING TESTS FOR ML	1	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Training and serving are not skewed	MONITORING TESTS FOR ML	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Models are not too stale	MONITORING TESTS FOR ML	0	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Models are numerically stable	MONITORING TESTS FOR ML	1	0
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Computing performance has not regressed	MONITORING TESTS FOR ML	1	1
Modifiability	Maintainability	The ease with which activities aiming at keeping an ML system functional in the desired regime, can be performed.	Breck	Prediction quality has not regressed.	MONITORING TESTS FOR ML	1	1
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Feature expectations are captured in a schema	TESTS FOR FEATURES AND DATA	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	All features are beneficial.	TESTS FOR FEATURES AND DATA	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	No feature’s cost is too much.	TESTS FOR FEATURES AND DATA	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Features adhere to meta-level requirements.	TESTS FOR FEATURES AND DATA	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	The data pipeline has appropriate privacy controls.	TESTS FOR FEATURES AND DATA	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	New features can be added quickly.	TESTS FOR FEATURES AND DATA	1	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	All input feature code is tested.	TESTS FOR FEATURES AND DATA	2	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Model specs are reviewed and submitted.	TESTS FOR MODEL DEVELOPMENT	1	2
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Offline and online metrics correlate.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	All hyperparameters have been tuned.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	The impact of model staleness is known.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	A simpler model is not better.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Model quality is sufficient on important data slices.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	The model is tested for considerations of inclusion.	TESTS FOR MODEL DEVELOPMENT	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Training is reproducible.	TESTS FOR ML INFRASTRUCTURE	1	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Model specs are unit tested.	TESTS FOR ML INFRASTRUCTURE	3	2
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	The ML pipeline is Integration tested	TESTS FOR ML INFRASTRUCTURE	3	2
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	Model quality is validated before serving	TESTS FOR ML INFRASTRUCTURE	0	0
Modifiability	Modularity	The extent to which an ML system consists of components of limited functionality that interrelate with each other.	Breck	The model is debuggable	TESTS FOR ML INFRASTRUCTURE	3	2
